CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment,ExpectedPurchaseCycle,OverdueRatio,ChurnRiskScore,CustomerLoyaltyIndex,RetentionPriority
CUST023537,598,2,2064.68,4,1032.34,2,2,0.0,0.0,0.05,0.0022857142857142,2020-12-18,2023-05-11,875,1,365.0,1.64,1.0,55.84,Re-engagement Push
CUST023538,1217,2,1297.85,6,648.925,2,2,0.0,0.0,0.075,0.0044150110375275,2020-06-04,2021-08-30,453,0,365.0,3.33,1.0,43.37,Reactivation Offer
CUST023539,754,2,1824.31,8,912.155,2,2,0.0,0.0,0.1,0.0044843049327354,2021-09-17,2022-12-06,446,1,365.0,2.07,1.0,48.76,Re-engagement Push
CUST023540,1447,1,749.65,2,749.65,1,1,0.0,0.0,0.0,1.0,2021-01-12,2021-01-12,1,0,90.0,16.08,1.0,17.95,Reactivation Offer
CUST023541,673,2,1984.9,7,992.45,2,2,0.0,0.0,0.025,0.0041580041580041,2021-11-02,2023-02-25,481,1,365.0,1.84,1.0,50.69,Re-engagement Push
CUST023542,367,1,180.22,5,180.22,1,1,0.0,0.0,0.1,1.0,2023-12-28,2023-12-28,1,0,90.0,4.08,1.0,11.04,Reactivation Offer
CUST023543,17,4,2858.33,13,714.5825,4,3,0.0,0.0,0.125,0.0055096418732782,2022-12-18,2024-12-12,726,2,242.0,0.07,0.0466,75.39,VIP Loyalty Care
CUST023544,549,2,2748.21,7,1374.105,2,2,0.0,0.0,0.025,0.0023364485981308,2021-02-24,2023-06-29,856,1,365.0,1.5,1.0,61.41,Re-engagement Push
CUST023545,213,3,1379.3,6,459.76666666666665,3,3,0.0,0.0,0.1999999999999999,0.002172338884866,2020-08-19,2024-05-30,1381,1,365.0,0.58,0.5836,63.63,Cross-sell Campaign
CUST023546,29,2,590.62,5,295.31,2,2,0.0,0.5,0.025,0.0037664783427495,2023-06-19,2024-11-30,531,3,365.0,0.08,0.0795,36.18,Friction Resolution
CUST023547,805,4,4179.33,12,1044.8325,4,3,0.0,0.0,0.1125,0.0047846889952153,2020-07-03,2022-10-16,836,2,278.7,2.89,1.0,83.06,VIP Winback Alert
CUST023548,1315,1,1299.41,5,1299.41,1,1,0.0,0.0,0.15,1.0,2021-05-24,2021-05-24,1,0,90.0,14.61,1.0,24.15,Reactivation Offer
CUST023549,582,1,567.31,1,567.31,1,1,0.0,0.0,0.2,1.0,2023-05-27,2023-05-27,1,0,90.0,6.47,1.0,15.79,Reactivation Offer
CUST023550,398,1,103.1,1,103.1,1,1,0.0,0.0,0.0,1.0,2023-11-27,2023-11-27,1,0,90.0,4.42,1.0,10.22,Reactivation Offer
CUST023551,756,4,2521.85,8,630.4625,4,4,0.0,0.0,0.075,0.0049813200498132,2020-09-23,2022-12-04,803,2,267.7,2.82,1.0,73.7,VIP Winback Alert
CUST023552,630,3,1090.76,8,363.5866666666666,3,3,0.0,0.0,0.0833333333333333,0.0038709677419354,2021-02-24,2023-04-09,775,1,365.0,1.73,1.0,53.78,Re-engagement Push
CUST023554,213,3,1680.78,7,560.26,3,3,0.0,0.0,0.1166666666666666,0.004594180704441,2022-08-17,2024-05-30,653,1,326.5,0.65,0.5836,58.67,Cross-sell Campaign
CUST023555,72,4,4586.79,14,1146.6975,4,3,0.0,0.0,0.025,0.0025173064820641,2020-06-13,2024-10-18,1589,2,365.0,0.2,0.1973,91.97,VIP Loyalty Care
CUST023556,590,1,438.87,1,438.87,1,1,0.0,0.0,0.05,1.0,2023-05-19,2023-05-19,1,0,90.0,6.56,1.0,14.08,Reactivation Offer
CUST023557,795,2,3354.3,8,1677.15,2,2,0.5,0.0,0.075,0.0027816411682892,2020-11-07,2022-10-26,719,1,365.0,2.18,1.0,63.68,Re-engagement Push
CUST023558,375,2,2104.14,7,1052.07,2,2,0.0,0.0,0.025,0.0017406440382941,2020-10-28,2023-12-20,1149,1,365.0,1.03,1.0,59.38,Re-engagement Push
CUST023559,1712,1,364.22,5,364.22,1,1,1.0,0.0,0.05,1.0,2020-04-22,2020-04-22,1,0,90.0,19.02,1.0,13.12,Reactivation Offer
CUST023560,708,1,1331.27,4,1331.27,1,1,0.0,0.0,0.0,1.0,2023-01-21,2023-01-21,1,0,90.0,7.87,1.0,24.49,Reactivation Offer
CUST023561,581,3,2759.93,10,919.9766666666666,3,2,0.0,0.0,0.0166666666666666,0.0169491525423728,2022-12-03,2023-05-28,177,1,88.5,6.56,1.0,63.37,Re-engagement Push
CUST023562,379,4,2739.8,11,684.95,4,3,0.0,0.0,0.0625,0.0035650623885918,2020-11-20,2023-12-16,1122,2,365.0,1.04,1.0,79.06,VIP Winback Alert
CUST023563,1145,3,2108.69,7,702.8966666666666,3,3,0.0,0.0,0.0666666666666666,0.0077319587628865,2020-10-19,2021-11-10,388,1,194.0,5.9,1.0,59.99,Re-engagement Push
CUST023564,767,3,2731.02,10,910.34,3,3,0.0,0.3333333333333333,0.0833333333333333,0.0060362173038229,2021-07-15,2022-11-23,497,1,248.5,3.09,1.0,66.41,Re-engagement Push
CUST023565,800,2,2657.1400000000003,9,1328.5700000000002,2,2,0.0,0.0,0.15,0.04,2022-09-02,2022-10-21,50,1,50.0,16.0,1.0,52.34,Re-engagement Push
CUST023566,48,3,2722.25,7,907.4166666666666,3,2,0.0,0.0,0.0166666666666666,0.0031380753138075,2022-04-01,2024-11-11,956,1,365.0,0.13,0.1315,71.48,Cross-sell Campaign
CUST023567,72,1,115.07,2,115.07,1,1,0.0,0.0,0.15,1.0,2024-10-18,2024-10-18,1,0,90.0,0.8,0.1973,10.34,Reactivation Offer
CUST023568,228,3,3744.8,8,1248.2666666666669,3,2,0.0,0.0,0.0833333333333333,0.0076335877862595,2023-04-19,2024-05-15,393,1,196.5,1.16,0.6247,71.02,Re-engagement Push
CUST023569,34,1,637.33,2,637.33,1,1,0.0,0.0,0.15,1.0,2024-11-25,2024-11-25,1,0,90.0,0.38,0.0932,16.64,Reactivation Offer
CUST023570,670,3,3310.42,10,1103.4733333333334,3,3,0.0,0.0,0.0166666666666666,0.0029940119760479,2020-06-02,2023-02-28,1002,1,365.0,1.84,1.0,75.76,Re-engagement Push
CUST023571,289,2,1305.56,5,652.78,2,2,0.0,0.0,0.1,0.0056179775280898,2023-03-26,2024-03-15,356,1,356.0,0.81,0.7918,42.43,Re-engagement Push
CUST023573,773,2,1767.85,10,883.925,2,2,0.0,0.0,0.15,0.0038910505836575,2021-06-22,2022-11-17,514,1,365.0,2.12,1.0,48.94,Re-engagement Push
CUST023574,1400,1,2364.12,5,2364.12,1,1,0.0,0.0,0.0,1.0,2021-02-28,2021-02-28,1,0,90.0,15.56,1.0,34.59,Reactivation Offer
CUST023575,297,2,1238.59,10,619.2950000000001,2,2,0.0,0.0,0.1,0.0035211267605633,2022-08-18,2024-03-07,568,1,365.0,0.81,0.8137,43.94,Re-engagement Push
CUST023576,114,6,3933.87,18,655.645,6,3,0.0,0.0,0.0833333333333333,0.0035252643948296,2020-01-10,2024-09-06,1702,2,340.4,0.33,0.3123,94.03,VIP Loyalty Care
CUST023577,648,1,1887.56,4,1887.56,1,1,0.0,0.0,0.0,1.0,2023-03-22,2023-03-22,1,0,90.0,7.2,1.0,30.23,Reactivation Offer
CUST023578,211,4,5811.21,15,1452.8025,4,4,0.0,0.25,0.05,0.0026160889470241,2020-03-26,2024-06-01,1529,2,365.0,0.58,0.5781,93.64,VIP Winback Alert
CUST023579,916,2,703.5600000000001,6,351.78000000000003,2,2,0.0,0.5,0.05,0.0036968576709796,2021-01-03,2022-06-27,541,3,365.0,2.51,1.0,37.62,Friction Resolution
CUST023581,173,4,3007.08,8,751.77,4,3,0.0,0.0,0.0875,0.0027816411682892,2020-08-02,2024-07-09,1438,2,365.0,0.47,0.474,84.18,VIP Loyalty Care
CUST023582,486,2,3680.52,7,1840.26,2,2,0.0,0.0,0.025,0.002466091245376,2021-06-12,2023-08-31,811,1,365.0,1.33,1.0,66.28,Re-engagement Push
CUST023583,574,1,515.34,1,515.34,1,1,0.0,0.0,0.0,1.0,2023-06-04,2023-06-04,1,0,90.0,6.38,1.0,15.1,Reactivation Offer
CUST023585,311,2,1296.54,4,648.27,2,1,0.0,0.0,0.2249999999999999,0.004524886877828,2022-12-08,2024-02-22,442,0,365.0,0.85,0.8521,43.24,Reactivation Offer
CUST023586,430,4,5204.6,12,1301.15,4,4,0.0,0.0,0.0625,0.0038277511961722,2020-12-16,2023-10-26,1045,2,348.3,1.23,1.0,87.92,VIP Winback Alert
CUST023587,654,4,1336.98,10,334.245,4,4,0.0,0.0,0.0125,0.004750593824228,2020-11-25,2023-03-16,842,2,280.7,2.33,1.0,62.72,VIP Winback Alert
CUST023589,792,1,863.66,2,863.66,1,1,0.0,0.0,0.0,1.0,2022-10-29,2022-10-29,1,0,90.0,8.8,1.0,19.23,Reactivation Offer
CUST023590,1219,1,334.38,1,334.38,1,1,0.0,0.0,0.25,1.0,2021-08-28,2021-08-28,1,0,90.0,13.54,1.0,12.76,Reactivation Offer
CUST023591,470,1,1130.18,2,1130.18,1,1,0.0,1.0,0.05,1.0,2023-09-16,2023-09-16,1,3,90.0,5.22,1.0,22.3,Friction Resolution
CUST023592,273,3,3892.62,11,1297.54,3,2,0.0,0.0,0.1333333333333333,0.0019354838709677,2020-01-03,2024-03-31,1550,1,365.0,0.75,0.7479,84.0,Re-engagement Push
CUST023593,1279,1,312.83,3,312.83,1,1,0.0,0.0,0.15,1.0,2021-06-29,2021-06-29,1,0,90.0,14.21,1.0,12.53,Reactivation Offer
CUST023594,1561,2,1409.12,10,704.56,2,2,0.0,0.0,0.075,0.0109890109890109,2020-03-23,2020-09-20,182,0,182.0,8.58,1.0,41.85,Reactivation Offer
CUST023595,514,2,2719.63,7,1359.815,2,2,0.5,0.0,0.0,0.0027739251040221,2021-08-13,2023-08-03,721,1,365.0,1.41,1.0,59.69,Re-engagement Push
CUST023596,689,2,3781.92,8,1890.96,2,2,0.0,0.0,0.025,0.0039525691699604,2021-09-22,2023-02-09,506,1,365.0,1.89,1.0,63.31,Re-engagement Push
CUST023597,227,1,380.29,2,380.29,1,1,0.0,0.0,0.0,1.0,2024-05-16,2024-05-16,1,0,90.0,2.52,0.6219,13.35,Reactivation Offer
CUST023598,189,2,840.09,4,420.045,2,2,0.0,0.0,0.0,0.0019880715705765,2021-09-22,2024-06-23,1006,1,365.0,0.52,0.5178,44.41,Cross-sell Campaign
CUST023599,929,3,3588.37,11,1196.1233333333332,3,2,0.0,0.0,0.0666666666666666,0.0038709677419354,2020-05-01,2022-06-14,775,1,365.0,2.55,1.0,74.58,Re-engagement Push
CUST023600,339,2,1893.45,5,946.725,2,2,0.0,0.0,0.0,0.0134228187919463,2023-08-30,2024-01-25,149,1,149.0,2.28,0.9288,46.49,Re-engagement Push
CUST023601,70,4,3649.33,16,912.3325,4,3,0.0,0.0,0.0375,0.0042372881355932,2022-03-22,2024-10-20,944,2,314.7,0.22,0.1918,82.27,VIP Loyalty Care
CUST023602,96,5,6999.07,15,1399.814,5,4,0.0,0.0,0.0699999999999999,0.0030248033877797,2020-03-17,2024-09-24,1653,2,365.0,0.26,0.263,97.73,VIP Loyalty Care
CUST023603,420,3,1813.53,5,604.51,3,2,0.0,0.0,0.15,0.0067567567567567,2022-08-19,2023-11-05,444,1,222.0,1.89,1.0,57.74,Re-engagement Push
CUST023604,1141,1,2664.3,5,2664.3,1,1,1.0,0.0,0.0,1.0,2021-11-14,2021-11-14,1,0,90.0,12.68,1.0,37.1,Reactivation Offer
CUST023607,537,5,5563.59,15,1112.718,5,5,0.0,0.0,0.12,0.0111856823266219,2022-04-21,2023-07-11,447,2,111.8,4.8,1.0,84.31,VIP Winback Alert
CUST023608,155,2,1340.49,4,670.245,2,1,0.0,0.0,0.025,0.0012995451591942,2020-05-11,2024-07-27,1539,1,365.0,0.42,0.4247,55.47,Cross-sell Campaign
CUST023609,1036,3,2654.99,9,884.9966666666666,3,3,0.0,0.0,0.0333333333333333,0.0055865921787709,2020-09-09,2022-02-27,537,1,268.5,3.86,1.0,66.28,Re-engagement Push
CUST023610,1298,1,238.89,2,238.89,1,1,0.0,0.0,0.1,1.0,2021-06-10,2021-06-10,1,0,90.0,14.42,1.0,11.69,Reactivation Offer
CUST023611,1553,2,1090.87,4,545.435,2,2,0.0,0.0,0.0,0.1111111111111111,2020-09-11,2020-09-28,18,0,18.0,86.28,1.0,36.87,Reactivation Offer
CUST023612,315,3,2732.4700000000003,8,910.8233333333334,2,2,0.0,0.0,0.1,0.0039267015706806,2022-01-16,2024-02-18,764,1,365.0,0.86,0.863,69.39,Re-engagement Push
CUST023613,319,2,1313.41,8,656.705,2,1,0.5,0.0,0.1,0.0103626943005181,2023-08-06,2024-02-14,193,1,193.0,1.65,0.874,40.93,Re-engagement Push
CUST023614,725,1,357.48,5,357.48,1,1,0.0,0.0,0.15,1.0,2023-01-04,2023-01-04,1,0,90.0,8.06,1.0,13.04,Reactivation Offer
CUST023615,1230,2,1812.71,6,906.355,2,2,0.0,0.0,0.025,0.0071174377224199,2020-11-10,2021-08-17,281,0,281.0,4.38,1.0,46.96,Reactivation Offer
CUST023616,170,4,4103.58,10,1025.895,4,4,0.0,0.0,0.075,0.0047846889952153,2022-03-30,2024-07-12,836,2,278.7,0.61,0.4658,82.8,VIP Loyalty Care
CUST023617,176,4,1653.79,12,413.4475,4,2,0.0,0.0,0.1375,0.0027777777777777,2020-07-28,2024-07-06,1440,2,365.0,0.48,0.4822,72.56,VIP Loyalty Care
CUST023618,363,2,2845.93,6,1422.965,2,2,0.0,0.0,0.0,0.0045766590389016,2022-10-22,2024-01-01,437,1,365.0,0.99,0.9945,57.49,Re-engagement Push
CUST023619,87,3,2843.46,11,947.82,3,3,0.3333333333333333,0.0,0.0166666666666666,0.0021754894851341,2020-12-25,2024-10-03,1379,2,365.0,0.24,0.2384,77.02,VIP Loyalty Care
CUST023620,799,4,3397.48,11,849.37,4,3,0.5,0.0,0.0375,0.0085653104925053,2021-07-13,2022-10-22,467,2,155.7,5.13,1.0,75.74,VIP Winback Alert
CUST023621,87,2,1819.59,9,909.795,2,2,0.0,0.0,0.025,0.0169491525423728,2024-06-08,2024-10-03,118,1,118.0,0.74,0.2384,45.43,Cross-sell Campaign
CUST023622,419,1,818.38,3,818.38,1,1,0.0,0.0,0.05,1.0,2023-11-06,2023-11-06,1,0,90.0,4.66,1.0,18.73,Reactivation Offer
CUST023623,208,2,2303.64,10,1151.82,2,2,0.5,0.0,0.05,0.0039447731755424,2023-01-15,2024-06-04,507,1,365.0,0.57,0.5699,53.91,Cross-sell Campaign
CUST023624,977,1,365.28,5,365.28,1,1,0.0,0.0,0.15,1.0,2022-04-27,2022-04-27,1,0,90.0,10.86,1.0,13.14,Reactivation Offer
CUST023625,1352,1,665.6,4,665.6,1,1,0.0,0.0,0.0,1.0,2021-04-17,2021-04-17,1,0,90.0,15.02,1.0,17.0,Reactivation Offer
CUST023626,95,5,3112.56,13,622.512,5,3,0.2,0.0,0.01,0.0042229729729729,2021-06-30,2024-09-25,1184,2,296.0,0.32,0.2603,84.86,VIP Loyalty Care
CUST023628,1056,3,440.15,6,146.71666666666667,3,3,0.0,0.0,0.0999999999999999,0.0042134831460674,2020-02-27,2022-02-07,712,1,356.0,2.97,1.0,45.3,Re-engagement Push
CUST023630,1022,2,1293.96,5,646.98,2,2,0.0,0.0,0.2,0.0512820512820512,2022-02-03,2022-03-13,39,0,39.0,26.21,1.0,39.29,Reactivation Offer
CUST023631,34,3,2737.16,9,912.3866666666668,3,2,0.0,0.0,0.0666666666666666,0.0047169811320754,2023-03-01,2024-11-25,636,1,318.0,0.11,0.0932,67.96,Cross-sell Campaign
CUST023632,819,1,576.3,1,576.3,1,1,0.0,0.0,0.05,1.0,2022-10-02,2022-10-02,1,0,90.0,9.1,1.0,15.91,Reactivation Offer
CUST023633,499,3,1364.84,6,454.94666666666666,3,3,0.0,0.0,0.0833333333333333,0.0037593984962406,2021-06-12,2023-08-18,798,1,365.0,1.37,1.0,57.03,Re-engagement Push
CUST023634,1498,3,4824.51,12,1608.17,3,2,0.0,0.0,0.0499999999999999,0.0454545454545454,2020-09-18,2020-11-22,66,1,33.0,45.39,1.0,71.21,Re-engagement Push
CUST023636,372,1,1629.57,4,1629.57,1,1,0.0,0.0,0.05,1.0,2023-12-23,2023-12-23,1,0,90.0,4.13,1.0,27.59,Reactivation Offer
CUST023637,485,3,3166.19,7,1055.3966666666668,3,2,0.0,0.0,0.0499999999999999,0.0032858707557502,2021-03-03,2023-09-01,913,1,365.0,1.33,1.0,73.94,Re-engagement Push
CUST023638,1432,1,1742.01,3,1742.01,1,1,0.0,0.0,0.05,1.0,2021-01-27,2021-01-27,1,0,90.0,15.91,1.0,28.78,Reactivation Offer
CUST023639,826,1,336.22,4,336.22,1,1,0.0,0.0,0.15,1.0,2022-09-25,2022-09-25,1,0,90.0,9.18,1.0,12.78,Reactivation Offer
CUST023640,632,2,3612.96,9,1806.48,2,2,0.0,0.0,0.05,0.0021668472372697,2020-09-27,2023-04-07,923,1,365.0,1.73,1.0,67.25,Re-engagement Push
CUST023641,174,1,90.89,1,90.89,1,1,0.0,0.0,0.05,1.0,2024-07-08,2024-07-08,1,0,90.0,1.93,0.4767,10.12,Reactivation Offer
CUST023642,278,2,2157.78,4,1078.89,2,2,0.0,0.0,0.075,0.0052631578947368,2023-03-13,2024-03-26,380,1,365.0,0.76,0.7616,51.26,Re-engagement Push
CUST023643,766,2,2423.86,4,1211.9299999999998,2,2,0.0,0.0,0.0,0.0095238095238095,2022-04-29,2022-11-24,210,1,210.0,3.65,1.0,51.91,Re-engagement Push
CUST023645,161,2,2634.33,6,1317.165,2,2,0.0,0.0,0.05,0.0021164021164021,2021-12-20,2024-07-21,945,1,365.0,0.44,0.4411,61.6,Cross-sell Campaign
CUST023646,1220,3,5060.71,11,1686.9033333333334,3,2,0.0,0.3333333333333333,0.0666666666666666,0.0107913669064748,2020-11-23,2021-08-27,278,1,139.0,8.78,1.0,73.7,Re-engagement Push
CUST023647,1088,2,1442.26,4,721.13,2,2,0.0,0.0,0.05,0.0198019801980198,2021-09-28,2022-01-06,101,0,101.0,10.77,1.0,41.42,Reactivation Offer
CUST023648,548,2,1125.85,6,562.925,2,2,0.0,0.0,0.0,0.0019398642095053,2020-09-03,2023-06-30,1031,1,365.0,1.5,1.0,47.97,Re-engagement Push
CUST023649,475,3,1437.11,5,479.0366666666667,3,3,0.0,0.0,0.1833333333333333,0.0023273855702094,2020-03-02,2023-09-11,1289,1,365.0,1.3,1.0,63.35,Re-engagement Push
CUST023650,696,1,180.61,4,180.61,1,1,0.0,0.0,0.2,1.0,2023-02-02,2023-02-02,1,0,90.0,7.73,1.0,11.04,Reactivation Offer
CUST023651,1019,1,2111.86,4,2111.86,1,1,0.0,0.0,0.1,1.0,2022-03-16,2022-03-16,1,0,90.0,11.32,1.0,32.36,Reactivation Offer
CUST023652,181,2,2774.7200000000003,8,1387.36,2,2,0.0,0.0,0.15,0.0014035087719298,2020-08-07,2024-07-01,1425,1,365.0,0.5,0.4959,67.84,Cross-sell Campaign
CUST023653,1410,1,1150.77,5,1150.77,1,1,0.0,0.0,0.0,1.0,2021-02-18,2021-02-18,1,0,90.0,15.67,1.0,22.51,Reactivation Offer
CUST023655,229,2,1528.28,3,764.14,2,2,0.0,0.0,0.0,0.0019361084220716,2021-07-17,2024-05-14,1033,1,365.0,0.63,0.6274,52.31,Re-engagement Push
CUST023656,1801,1,1141.39,2,1141.39,1,1,0.0,0.0,0.0,1.0,2020-01-24,2020-01-24,1,0,90.0,20.01,1.0,22.41,Reactivation Offer
CUST023657,546,1,359.41,2,359.41,1,1,0.0,0.0,0.2,1.0,2023-07-02,2023-07-02,1,0,90.0,6.07,1.0,13.06,Reactivation Offer
CUST023658,1733,1,373.02,2,373.02,1,1,0.0,0.0,0.15,1.0,2020-04-01,2020-04-01,1,0,90.0,19.26,1.0,13.24,Reactivation Offer
CUST023661,942,4,3415.4,12,853.85,4,4,0.0,0.0,0.1875,0.0051948051948051,2020-04-23,2022-06-01,770,2,256.7,3.67,1.0,79.21,VIP Winback Alert
CUST023663,1083,1,1103.08,4,1103.08,1,1,0.0,0.0,0.0,1.0,2022-01-11,2022-01-11,1,0,90.0,12.03,1.0,22.0,Reactivation Offer
CUST023664,799,1,498.14,1,498.14,1,1,0.0,0.0,0.15,1.0,2022-10-22,2022-10-22,1,0,90.0,8.88,1.0,14.88,Reactivation Offer
CUST023665,706,3,3649.67,7,1216.5566666666666,3,3,0.0,0.0,0.0333333333333333,0.0029556650246305,2020-04-14,2023-01-23,1015,1,365.0,1.93,1.0,77.57,Re-engagement Push
CUST023666,184,2,1386.91,4,693.455,2,2,0.0,0.0,0.0,0.0045662100456621,2023-04-18,2024-06-28,438,1,365.0,0.5,0.5041,44.16,Cross-sell Campaign
CUST023667,759,1,106.71,2,106.71,1,1,0.0,0.0,0.05,1.0,2022-12-01,2022-12-01,1,0,90.0,8.43,1.0,10.25,Reactivation Offer
CUST023668,408,1,2109.38,5,2109.38,1,1,0.0,0.0,0.05,1.0,2023-11-17,2023-11-17,1,0,90.0,4.53,1.0,32.34,Reactivation Offer
CUST023669,352,1,371.58,2,371.58,1,1,0.0,0.0,0.25,1.0,2024-01-12,2024-01-12,1,0,90.0,3.91,0.9644,13.22,Reactivation Offer
CUST023671,284,5,5578.08,17,1115.616,4,5,0.4,0.0,0.09,0.0051599587203302,2021-07-26,2024-03-20,969,2,242.2,1.17,0.7781,90.16,VIP Winback Alert
CUST023672,726,3,1260.1,7,420.0333333333333,3,3,0.0,0.0,0.0333333333333333,0.0071942446043165,2021-11-13,2023-01-03,417,1,208.5,3.48,1.0,51.69,Re-engagement Push
CUST023673,470,2,1239.27,4,619.635,2,2,0.0,0.0,0.025,0.1428571428571428,2023-09-03,2023-09-16,14,0,15.0,31.33,1.0,38.47,Reactivation Offer
CUST023675,1035,1,347.83,1,347.83,1,1,0.0,0.0,0.0,1.0,2022-02-28,2022-02-28,1,0,90.0,11.5,1.0,12.93,Reactivation Offer
CUST023676,198,2,948.03,7,474.015,2,2,0.0,0.5,0.15,0.0044742729306487,2023-03-26,2024-06-14,447,3,365.0,0.54,0.5425,39.39,Friction Resolution
CUST023677,9,3,4172.1900000000005,9,1390.7300000000002,3,2,0.0,0.0,0.1833333333333333,0.0042674253200568,2023-01-18,2024-12-20,703,1,351.5,0.03,0.0247,76.03,Cross-sell Campaign
CUST023680,1315,1,1474.03,4,1474.03,1,1,0.0,0.0,0.05,1.0,2021-05-24,2021-05-24,1,0,90.0,14.61,1.0,26.02,Reactivation Offer
CUST023681,197,6,2637.53,11,439.58833333333337,6,4,0.0,0.0,0.1416666666666666,0.004344677769732,2020-09-04,2024-06-15,1381,2,276.2,0.71,0.5397,84.58,VIP Winback Alert
CUST023682,868,2,1498.89,7,749.445,2,1,0.0,0.0,0.1,0.0027027027027027,2020-08-05,2022-08-14,740,1,365.0,2.38,1.0,48.68,Re-engagement Push
CUST023683,120,1,19.3,1,19.3,1,1,0.0,0.0,0.0,1.0,2024-08-31,2024-08-31,1,0,90.0,1.33,0.3288,9.45,Reactivation Offer
CUST023685,1076,2,613.78,6,306.89,2,2,0.0,0.0,0.15,0.0298507462686567,2021-11-13,2022-01-18,67,0,67.0,16.06,1.0,31.78,Reactivation Offer
CUST023686,94,1,1172.32,2,1172.32,1,1,0.0,0.0,0.1,1.0,2024-09-26,2024-09-26,1,0,90.0,1.04,0.2575,22.73,Reactivation Offer
CUST023687,1029,1,2524.91,5,2524.91,1,1,0.0,1.0,0.05,1.0,2022-03-06,2022-03-06,1,3,90.0,11.43,1.0,35.97,Friction Resolution
CUST023688,1211,2,3659.49,7,1829.745,2,1,0.0,0.0,0.05,0.0033444816053511,2020-01-17,2021-09-05,598,1,365.0,3.32,1.0,63.76,Re-engagement Push
CUST023689,1670,1,144.2,1,144.2,1,1,0.0,0.0,0.1,1.0,2020-06-03,2020-06-03,1,0,90.0,18.56,1.0,10.64,Reactivation Offer
CUST023691,890,5,4773.4,15,954.68,5,5,0.0,0.0,0.06,0.0055309734513274,2020-02-01,2022-07-23,904,2,226.0,3.94,1.0,88.02,VIP Winback Alert
CUST023692,266,4,4312.97,12,1078.2425,4,3,0.0,0.0,0.0875,0.0026024723487312,2020-01-23,2024-04-07,1537,2,365.0,0.73,0.7288,90.88,VIP Winback Alert
CUST023693,831,1,120.11,4,120.11,1,1,0.0,0.0,0.05,1.0,2022-09-20,2022-09-20,1,0,90.0,9.23,1.0,10.41,Reactivation Offer
CUST023694,522,2,2364.15,6,1182.0749999999998,2,2,0.0,0.0,0.0,0.08,2023-07-02,2023-07-26,25,1,25.0,20.88,1.0,49.66,Re-engagement Push
CUST023695,346,1,1821.38,3,1821.38,1,1,0.0,0.0,0.0,1.0,2024-01-18,2024-01-18,1,0,90.0,3.84,0.9479,29.56,Reactivation Offer
CUST023696,36,3,3237.48,10,1079.16,3,3,0.0,0.0,0.1166666666666666,0.0018181818181818,2020-05-19,2024-11-23,1650,2,365.0,0.1,0.0986,81.53,VIP Loyalty Care
CUST023697,137,3,3395.83,9,1131.9433333333334,3,3,0.0,0.0,0.0333333333333333,0.0025706940874035,2021-06-05,2024-08-14,1167,1,365.0,0.38,0.3753,78.13,Cross-sell Campaign
CUST023698,639,4,5215.389999999999,16,1303.8475,4,3,0.0,0.0,0.05,0.0057553956834532,2021-05-06,2023-03-31,695,2,231.7,2.76,1.0,83.94,VIP Winback Alert
CUST023700,514,1,49.96,2,49.96,1,1,0.0,0.0,0.05,1.0,2023-08-03,2023-08-03,1,0,90.0,5.71,1.0,9.74,Reactivation Offer
CUST023701,1049,1,553.06,1,553.06,1,1,0.0,0.0,0.1,1.0,2022-02-14,2022-02-14,1,0,90.0,11.66,1.0,15.6,Reactivation Offer
CUST023702,565,1,227.12,1,227.12,1,1,0.0,0.0,0.05,1.0,2023-06-13,2023-06-13,1,0,90.0,6.28,1.0,11.55,Reactivation Offer
CUST023703,563,3,4267.74,11,1422.58,3,2,0.0,0.0,0.0499999999999999,0.0028195488721804,2020-07-17,2023-06-15,1064,1,365.0,1.54,1.0,80.46,Re-engagement Push
CUST023704,219,2,1773.0800000000002,6,886.5400000000001,2,2,0.0,0.0,0.025,0.00238379022646,2022-02-06,2024-05-24,839,1,365.0,0.6,0.6,52.61,Re-engagement Push
CUST023705,71,3,2627.33,10,875.7766666666666,3,2,0.0,0.0,0.0666666666666666,0.0018270401948842,2020-04-22,2024-10-19,1642,1,365.0,0.19,0.1945,77.43,Cross-sell Campaign
CUST023706,1205,1,1876.96,5,1876.96,1,1,0.0,0.0,0.05,1.0,2021-09-11,2021-09-11,1,0,90.0,13.39,1.0,30.13,Reactivation Offer
CUST023708,1032,2,1892.51,6,946.255,2,1,0.0,0.0,0.125,0.0094786729857819,2021-08-05,2022-03-03,211,0,211.0,4.89,1.0,47.11,Reactivation Offer
CUST023709,1275,1,839.11,3,839.11,1,1,0.0,1.0,0.0,1.0,2021-07-03,2021-07-03,1,3,90.0,14.17,1.0,18.96,Friction Resolution
CUST023710,61,1,1970.11,4,1970.11,1,1,0.0,0.0,0.2,1.0,2024-10-29,2024-10-29,1,0,90.0,0.68,0.1671,31.01,Reactivation Offer
CUST023712,547,3,3742.09,7,1247.3633333333337,3,3,0.0,0.0,0.0499999999999999,0.0038022813688212,2021-05-04,2023-07-01,789,1,365.0,1.5,1.0,75.38,Re-engagement Push
